Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Load.1001525-D12,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D13,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D14,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D15,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D16,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D17,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D18,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D19,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D20,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D21,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D22,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D23,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001525-D24,    6.28997,   -94.50,    6.29113,   145.53,    6.29174,    25.39,  0.0133738,   108.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001214-DB1,    25.3723,   176.02,    25.3723,    -3.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001214-DB2,    25.3723,   176.02,    25.3723,    -3.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001214-DB3,    25.3723,   176.02,    25.3723,    -3.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001214-DB4,    25.3723,   176.02,    25.3723,    -3.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001214-DB5,    25.3723,   176.02,    25.3723,    -3.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001214-DB6,    25.3723,   176.02,    25.3723,    -3.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001216-DB1,    25.3725,   176.01,    25.3725,    -3.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001216-DB2,    25.3725,   176.01,    25.3725,    -3.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001216-DB3,    25.3725,   176.01,    25.3725,    -3.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001216-DB4,    25.3725,   176.01,    25.3725,    -3.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001216-DB5,    25.3725,   176.01,    25.3725,    -3.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001216-DB6,    25.3725,   176.01,    25.3725,    -3.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA1,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA2,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA3,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA4,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA5,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA6,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA7,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001217-DA8,    17.9367,   -64.18,    17.9367,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001218-DA1,    23.9131,   -64.14,    23.9131,   115.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001218-DA2,    23.9131,   -64.14,    23.9131,   115.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001218-DA3,    23.9131,   -64.14,    23.9131,   115.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001218-DA4,    23.9131,   -64.14,    23.9131,   115.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001218-DA5,    23.9131,   -64.14,    23.9131,   115.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001218-DA6,    23.9131,   -64.14,    23.9131,   115.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001220-DA1,    28.6934,   -64.11,    28.6934,   115.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001220-DA2,    28.6934,   -64.11,    28.6934,   115.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001220-DA3,    28.6934,   -64.11,    28.6934,   115.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001220-DA4,    28.6934,   -64.11,    28.6934,   115.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001220-DA5,    28.6934,   -64.11,    28.6934,   115.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB1,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB2,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB3,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB4,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB5,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB6,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB7,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001213-DB8,    14.2756,   175.99,    14.2756,    -4.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001227-DC1,    31.6244,    56.23,    31.6244,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001227-DC2,    31.6244,    56.23,    31.6244,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001227-DC3,    31.6244,    56.23,    31.6244,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001227-DC4,    31.6244,    56.23,    31.6244,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001227-DC5,    31.6244,    56.23,    31.6244,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001226-DC1,    39.5258,    56.28,    39.5258,  -123.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001226-DC2,    39.5258,    56.28,    39.5258,  -123.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001226-DC3,    39.5258,    56.28,    39.5258,  -123.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001226-DC4,    39.5258,    56.28,    39.5258,  -123.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001225-DC1,    31.6246,    56.23,    31.6246,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001225-DC2,    31.6246,    56.23,    31.6246,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001225-DC3,    31.6246,    56.23,    31.6246,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001225-DC4,    31.6246,    56.23,    31.6246,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001225-DC5,    31.6246,    56.23,    31.6246,  -123.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001223-DA1,    35.8629,   -64.07,    35.8629,   115.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001223-DA2,    35.8629,   -64.07,    35.8629,   115.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001223-DA3,    35.8629,   -64.07,    35.8629,   115.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001223-DA4,    35.8629,   -64.07,    35.8629,   115.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA1,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA2,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA3,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA4,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA5,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA6,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA7,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001222-DA8,    17.9365,   -64.17,    17.9365,   115.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001221-DA1,    143.217,   -63.45,    143.217,   116.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001219-DA1,    53.7816,   -63.92,    53.7816,   116.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001219-DA2,    53.7816,   -63.92,    53.7816,   116.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC1,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC2,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC3,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC4,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC5,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC6,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001224-DC7,    22.5923,    56.18,    22.5923,  -123.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB1,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB2,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB3,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB4,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB5,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB6,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB7,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001228-DB8,    19.0314,   175.97,    19.0314,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB1,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB2,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB3,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB4,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB5,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB6,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB7,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB8,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB9,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001229-DB10,    15.2259,   175.96,    15.2259,    -4.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB1,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB2,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB3,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB4,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB5,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB6,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB7,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB8,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001230-DB9,    16.9172,   175.97,    16.9172,    -4.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC1,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC2,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC3,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC4,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC5,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC6,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC7,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC8,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC9,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001234-DC10,    15.8163,    56.14,    15.8163,  -123.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001233-DC1,    39.5241,    56.30,    39.5241,  -123.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001233-DC2,    39.5241,    56.30,    39.5241,  -123.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001232-DC1,    26.3559,    56.20,    26.3559,  -123.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001232-DC2,    26.3559,    56.20,    26.3559,  -123.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001232-DC3,    26.3559,    56.20,    26.3559,  -123.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001232-DC4,    26.3559,    56.20,    26.3559,  -123.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001232-DC5,    26.3559,    56.20,    26.3559,  -123.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001232-DC6,    26.3559,    56.20,    26.3559,  -123.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC1,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC2,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC3,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC4,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC5,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC6,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001231-DC7,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
